113,112,similarity
hr4894.113,hr4291.112,0.899547029
hr4894.113,hr606.112,0.542397106
hr4894.113,hr623.112,0.540247121
hr4894.113,hr6263.112,0.672102099
hr4894.113,hr6314.112,0.516179503
hr4894.113,hr6315.112,0.58886789
hr4894.113,hr6505.112,0.576043586
hr4894.113,hr6539.112,0.622709677
hr4894.113,hr6613.112,0.53540348
hr4894.113,hr720.112,0.612748968
hr4894.113,hr744.112,0.726379979
hr4894.113,hr779.112,0.615439555
hr4898.113,hr1863.112,0.50295737
hr4898.113,hr3723.112,0.582534834
hr4899.113,hr1229.112,0.507383615
hr4899.113,hr1777.112,0.533829831
hr4899.113,hr1870.112,0.55046537
hr4899.113,hr2983.112,0.508555243
hr4899.113,hr3400.112,0.503644647
hr4899.113,hr3404.112,0.582759516
hr4899.113,hr3410.112,0.511640983
hr4899.113,hr4301.112,0.537327332
hr4899.113,hr4480.112,0.654540583
hr4899.113,hr501.112,0.537039093
hr49.113,hr1023.112,0.648867609
hr49.113,hr1287.112,0.691321483
hr49.113,hr1682.112,0.697234222
hr49.113,hr3407.112,0.722857885
hr49.113,hr3487.112,0.576174393
hr49.113,hr49.112,0.735591765
hr49.113,hr909.112,0.507853572
hr490.113,hr3341.112,0.698802034
hr490.113,hr3855.112,0.761570367
hr490.113,hr5741.112,0.728665049
hr490.113,hr959.112,0.658837916
hr4900.113,hr3723.112,0.502960305
hr4901.113,hr2852.112,0.568508027
hr4901.113,hr643.112,0.53430033
hr491.113,hr1389.112,0.697739951
hr491.113,hr3605.112,0.767950743
hr4913.113,hr1342.112,0.536907112
hr4913.113,hr2445.112,0.516300651
hr4913.113,hr3614.112,0.893825208
hr4913.113,hr3989.112,0.621357422
hr4913.113,hr3990.112,0.614942347
hr4913.113,hr472.112,0.556288187
hr4913.113,hr5546.112,0.534980599
hr4916.113,hr2750.112,0.51458664
hr4917.113,hr1587.112,0.502324828
hr492.113,hr245.112,0.586660107
hr4923.113,hr2055.112,0.506867421
hr4923.113,hr2112.112,0.501188681
hr4923.113,hr2354.112,0.776787022
hr4923.113,hr3671.112,0.695389865
hr4923.113,hr5325.112,0.787625193
hr4923.113,hr5326.112,0.576825027
hr4923.113,hr5854.112,0.506484999
hr4923.113,hr5855.112,0.537423636
hr4923.113,hr5972.112,0.536220744
hr4929.113,hr3014.112,0.61243232
hr493.113,hr5646.112,0.701396523
hr4931.113,hr133.112,0.635702307
hr4935.113,hr508.112,0.536149881
hr494.113,hr1236.112,0.687720891
hr4940.113,hr1265.112,0.679958509
hr4943.113,hr6629.112,0.817092822
hr4944.113,hr528.112,0.637279379
hr4947.113,hr2458.112,0.508796814
hr495.113,hr2569.112,0.862135986
hr4950.113,hr1116.112,0.523971178
hr4950.113,hr1964.112,0.608066146
hr4950.113,hr2663.112,0.66009761
hr4950.113,hr3741.112,0.581100684
hr4952.113,hr4247.112,0.663676886
hr4953.113,hr2232.112,0.617494043
hr4956.113,hr1861.112,0.710003917
hr4957.113,hr5381.112,0.822606791
hr4959.113,hr3095.112,0.50961371
hr4959.113,hr4291.112,0.502622914
hr496.113,hr121.112,0.601205221
hr496.113,hr262.112,0.501843021
hr496.113,hr297.112,0.646482663
hr4960.113,hr860.112,0.509298269
hr4962.113,hr2000.112,0.515505533
hr4963.113,hr1567.112,0.662239961
hr4963.113,hr1783.112,0.727448709
hr4963.113,hr3595.112,0.574071907
hr4963.113,hr3789.112,0.643782645
hr4964.113,hr1118.112,0.507708802
hr4964.113,hr311.112,0.602599385
hr4969.113,hr81.112,0.588466163
hr4971.113,hr1298.112,0.500615611
hr4971.113,hr1863.112,0.522621876
hr4971.113,hr3723.112,0.500591481
hr4972.113,hr4130.112,0.871461163
hr4973.113,hr6517.112,0.516130031
hr4976.113,hr3663.112,0.660848916
hr4977.113,hr182.112,0.571662653
hr4977.113,hr2015.112,0.539936732
hr4977.113,hr2506.112,0.557896462
hr4977.113,hr3095.112,0.624325134
hr4977.113,hr3493.112,0.512266868
hr4977.113,hr4291.112,0.603653196
hr4977.113,hr6263.112,0.546664288
hr4977.113,hr6315.112,0.500680215
hr4977.113,hr6539.112,0.529241246
hr4977.113,hr720.112,0.515678832
hr4977.113,hr744.112,0.583231101
hr4977.113,hr779.112,0.528136496
hr498.113,hr1562.112,0.833085061
hr4980.113,hr2686.112,0.51652735
hr4980.113,hr2883.112,0.576832647
hr4980.113,hr2953.112,0.51457098
hr4980.113,hr5868.112,0.561483198
hr4980.113,hr5876.112,0.522135652
hr4983.113,hr310.112,0.515924927
hr4984.113,hr2410.112,0.586581698
hr4984.113,hr4170.112,0.664031332
hr4984.113,hr6674.112,0.607740001
hr4987.113,hr2404.112,0.77599146
hr4996.113,hr3006.112,0.519928739
hr4996.113,hr4391.112,0.816736288
hr4996.113,hr4457.112,0.81070403
hr4997.113,hr5748.112,0.868598705
hr4997.113,hr949.112,0.724112128
hr5.113,hr1294.112,0.537683699
hr5.113,hr1295.112,0.501218571
hr5.113,hr1342.112,0.629800025
hr5.113,hr2295.112,0.50217481
hr5.113,hr2445.112,0.539785946
hr5.113,hr2565.112,0.569321464
hr5.113,hr3490.112,0.52456584
hr5.113,hr3498.112,0.505481788
hr5.113,hr3535.112,0.517544881
hr5.113,hr3568.112,0.568601233
hr5.113,hr3569.112,0.568602221
hr5.113,hr3614.112,0.520199786
hr5.113,hr3989.112,0.826698028
hr5.113,hr3990.112,0.768284347
hr5.113,hr472.112,0.638013896
hr5.113,hr5546.112,0.555983082
hr5.113,hr5654.112,0.628664265
hr5.113,hr5933.112,0.53324475
hr5.113,hr778.112,0.550713608
hr50.113,hr108.112,0.517813044
hr50.113,hr109.112,0.517808183
hr50.113,hr6591.112,0.632507154
hr5000.113,hr5188.112,0.52503339
hr5001.113,hr778.112,0.542554072
hr5002.113,hr6398.112,0.764991795
hr5003.113,hr5103.112,0.797939199
hr5004.113,hr627.112,0.568538787
hr5005.113,hr3027.112,0.778086574
hr5005.113,hr3989.112,0.55474394
hr5005.113,hr3990.112,0.534292641
hr5005.113,hr778.112,0.537476807
hr5007.113,hr3723.112,0.601602357
hr5016.113,hr3671.112,0.676447435
hr5016.113,hr5326.112,0.60378335
hr5016.113,hr5855.112,0.539825281
hr5016.113,hr5972.112,0.517313325
hr502.113,hr2164.112,0.74251421
hr502.113,hr2885.112,0.738209481
hr502.113,hr483.112,0.822611107
hr502.113,hr98.112,0.582905979
hr5021.113,hr2887.112,0.52530092
hr5022.113,hr1647.112,0.514999867
hr5024.113,hr2290.112,0.776011062
hr5025.113,hr2129.112,0.694045745
hr5029.113,hr5916.112,0.871714251
hr503.113,hr5914.112,0.770762074
hr5031.113,hr3373.112,0.531865401
hr5032.113,hr1941.112,0.527947124
hr5033.113,hr432.112,0.823461315
hr5034.113,hr10.112,0.768439069
hr5034.113,hr1155.112,0.519469578
hr5034.113,hr4116.112,0.753732831
hr5034.113,hr6333.112,0.753544677
hr5034.113,hr6452.112,0.543655499
hr5038.113,hr2037.112,0.767762225
hr5038.113,hr2378.112,0.687316062
hr5038.113,hr2448.112,0.776651642
hr5038.113,hr4099.112,0.681940877
hr5038.113,hr4148.112,0.750925543
hr5038.113,hr486.112,0.685169865
hr504.113,hr1782.112,0.58494316
hr504.113,hr6729.112,0.61678436
hr5044.113,hr2730.112,0.505311484
hr5044.113,hr2830.112,0.612649154
hr5044.113,hr2982.112,0.530134016
hr5044.113,hr3589.112,0.653178546
hr5047.113,hr3723.112,0.67441322
hr5047.113,hr837.112,0.542062614
hr505.113,hr12.112,0.540108451
hr505.113,hr5727.112,0.526960762
hr5059.113,hr1647.112,0.509152234
hr5059.113,hr1854.112,0.517356785
hr5059.113,hr3723.112,0.517098398
hr5059.113,hr6527.112,0.518253194
hr506.113,hr583.112,0.683501669
hr5060.113,hr3446.112,0.682196819
hr5064.113,hr2188.112,0.804248007
hr5068.113,hr6257.112,0.769257259
hr507.113,hr4222.112,0.562769487
hr5072.113,hr5967.112,0.738971819
hr5076.113,hr3589.112,0.506677979
hr5077.113,hr2018.112,0.573899568
hr5081.113,hr2730.112,0.619835732
hr5081.113,hr2830.112,0.582763179
hr5081.113,hr3589.112,0.627751008
hr5082.113,hr2718.112,0.636500007
hr5082.113,hr3048.112,0.622275354
hr509.113,hr4227.112,0.606442319
hr509.113,hr602.112,0.515359407
hr509.113,hr604.112,0.887033386
hr5096.113,hr2136.112,0.589890191
hr5097.113,hr3723.112,0.60122639
hr51.113,hr2137.112,0.797656786
hr510.113,hr4227.112,0.511395747
hr510.113,hr602.112,0.842730851
hr510.113,hr603.112,0.500689596
hr510.113,hr604.112,0.502376856
hr5107.113,hr1687.112,0.536671855
hr511.113,hr602.112,0.556369057
hr511.113,hr603.112,0.850261484
hr511.113,hr604.112,0.538429492
hr5114.113,hr2000.112,0.550918115
hr512.113,hr512.112,0.770432339
hr5123.113,hr1449.112,0.501624876
hr5123.113,hr2073.112,0.917679673
hr5123.113,hr6051.112,0.501872313
hr5124.113,hr2518.112,0.651059264
hr5125.113,hr2520.112,0.593259972
hr5126.113,hr6528.112,0.803097438
hr513.113,hr4007.112,0.813217235
hr513.113,hr624.112,0.605542748
hr5131.113,hr1298.112,0.51273226
hr5131.113,hr1863.112,0.530920694
hr5131.113,hr2203.112,0.506802861
hr5131.113,hr3723.112,0.586673111
hr5131.113,hr814.112,0.557959242
hr5135.113,hr2730.112,0.603799235
hr5135.113,hr2801.112,0.568511427
hr5135.113,hr2830.112,0.654856531
hr5135.113,hr2982.112,0.541522802
hr5135.113,hr3589.112,0.708121078
hr5135.113,hr6496.112,0.50462512
hr5139.113,hr2027.112,0.513415571
hr5139.113,hr2154.112,0.597845522
hr5139.113,hr2155.112,0.756027467
hr5139.113,hr2156.112,0.658121298
hr5139.113,hr4311.112,0.631417346
hr5139.113,hr6354.112,0.742732216
hr5139.113,hr6425.112,0.595435936
hr5144.113,hr3978.112,0.688029105
hr5145.113,hr3102.112,0.718881453
hr5145.113,hr5937.112,0.50373581
hr5145.113,hr6417.112,0.551058122
hr515.113,hr1440.112,0.551782201
hr515.113,hr6673.112,0.745248513
hr5150.113,hr2738.112,0.703241831
hr5150.113,hr6249.112,0.602526115
hr5159.113,hr4106.112,0.57385481
hr5163.113,hr1932.112,0.552569883
hr5163.113,hr2185.112,0.567593604
hr5163.113,hr2952.112,0.539664155
hr5168.113,hr1090.112,0.811543257
hr5168.113,hr2565.112,0.508032571
hr5168.113,hr2637.112,0.507417127
hr517.113,hr1440.112,0.627314847
hr517.113,hr319.112,0.558746579
hr517.113,hr616.112,0.794057345
hr517.113,hr6188.112,0.570888027
hr517.113,hr6673.112,0.519591121
hr5170.113,hr1144.112,0.521695226
hr5173.113,hr1440.112,0.508938103
hr5173.113,hr319.112,0.5341714
hr5173.113,hr616.112,0.509557727
hr5178.113,hr1416.112,0.814478229
hr518.113,hr6670.112,0.716209109
hr5189.113,hr5827.112,0.832237368
hr519.113,hr1537.112,0.83381017
hr519.113,hr1796.112,0.742637921
hr5199.113,hr5705.112,0.753266083
hr52.113,hr2913.112,0.636521554
hr52.113,hr3480.112,0.632089668
hr520.113,hr1022.112,0.805597364
hr520.113,hr6175.112,0.513835074
hr5200.113,hr6543.112,0.875094192
hr5205.113,hr163.112,0.511733587
hr5205.113,hr3377.112,0.640204624
hr5205.113,hr4267.112,0.545471564
hr521.113,hr1342.112,0.557230029
hr521.113,hr1532.112,0.50057368
hr521.113,hr2445.112,0.50987087
hr521.113,hr3614.112,0.748241565
hr521.113,hr3989.112,0.620654798
hr521.113,hr3990.112,0.627185434
hr521.113,hr472.112,0.580937757
hr521.113,hr5546.112,0.537368876
hr521.113,hr6703.112,0.509277533
hr5216.113,hr5927.112,0.540167004
hr5217.113,hr2228.112,0.510450235
hr5217.113,hr2247.112,0.516026435
hr5217.113,hr2253.112,0.50483804
hr5217.113,hr3373.112,0.526352099
hr5217.113,hr4366.112,0.555173291
hr5217.113,hr6325.112,0.529640771
hr5217.113,hr6517.112,0.579367009
hr5218.113,hr3514.112,0.833496808
hr5221.113,hr2298.112,0.760399608
hr5223.113,hr6400.112,0.719048718
hr5235.113,hr4229.112,0.702353504
hr524.113,hr457.112,0.571217785
hr5243.113,hr3348.112,0.527481347
hr525.113,hr1831.112,0.712779007
hr5258.113,hr2049.112,0.50476014
hr5258.113,hr2481.112,0.578169809
hr5258.113,hr2515.112,0.522489406
hr5258.113,hr3224.112,0.505664348
hr5258.113,hr3747.112,0.546931895
hr5258.113,hr4373.112,0.520364309
hr5258.113,hr5938.112,0.508055933
hr5259.113,hr3793.112,0.796063514
hr526.113,hr5959.112,0.83881948
hr5261.113,hr2000.112,0.503179449
hr5265.113,hr1658.112,0.525338835
hr5267.113,hr1578.112,0.533634277
hr5267.113,hr3271.112,0.562760536
hr5267.113,hr3515.112,0.50081307
hr5267.113,hr3977.112,0.556938783
hr5267.113,hr4271.112,0.620936368
hr5267.113,hr4970.112,0.619702541
hr5267.113,hr4982.112,0.620739866
hr527.113,hr5075.112,0.594124376
hr5277.113,hr1529.112,0.649035294
hr5277.113,hr1709.112,0.614478279
hr5277.113,hr3435.112,0.546125488
hr528.113,hr3488.112,0.686568703
hr5281.113,hr1177.112,0.694386591
hr5282.113,hr1071.112,0.528429713
hr5284.113,hr561.112,0.502508318
hr5286.113,hr3723.112,0.594496713
hr5286.113,hr814.112,0.524496246
hr5287.113,hr4397.112,0.529635631
hr5287.113,hr6522.112,0.520051964
hr529.113,hr529.112,0.634848151
hr5292.113,hr3367.112,0.775349141
hr5293.113,hr4125.112,0.519727558
hr5294.113,hr105.112,0.520389837
hr5294.113,hr1200.112,0.678438213
hr5294.113,hr1409.112,0.53071424
hr5294.113,hr2954.112,0.808940682
hr5294.113,hr3000.112,0.531344477
hr5294.113,hr3682.112,0.501014286
hr5294.113,hr536.112,0.513266313
hr5301.113,hr5967.112,0.738961089
hr5304.113,hr2140.112,0.540040472
hr5307.113,hr3242.112,0.590308375
hr5309.113,hr1100.112,0.597032852
hr531.113,hr3215.112,0.746154001
hr531.113,hr3482.112,0.797526889
hr531.113,hr6205.112,0.754628895
hr5310.113,hr6158.112,0.778521985
hr5311.113,hr1701.112,0.592804332
hr5311.113,hr2420.112,0.515830064
hr5311.113,hr2922.112,0.522637581
hr5311.113,hr3377.112,0.518049994
hr5311.113,hr41.112,0.500480469
hr5316.113,hr1274.112,0.532150601
hr5321.113,hr105.112,0.521536737
hr5321.113,hr3000.112,0.521981236
hr5321.113,hr364.112,0.507337118
hr5321.113,hr3682.112,0.512307624
hr5321.113,hr4242.112,0.564623534
hr5322.113,hr4295.112,0.716348359
hr5324.113,hr3989.112,0.518467396
hr5324.113,hr3990.112,0.503080503
hr5324.113,hr778.112,0.542018078
hr5326.113,hr1180.112,0.502912543
hr5328.113,hr105.112,0.638919386
hr5328.113,hr299.112,0.569762685
hr5328.113,hr3000.112,0.643332791
hr5328.113,hr3299.112,0.550863294
hr5328.113,hr346.112,0.549575045
hr5328.113,hr364.112,0.627360167
hr5328.113,hr3682.112,0.618873574
hr5328.113,hr371.112,0.558564194
hr5328.113,hr397.112,0.585180811
hr5328.113,hr4224.112,0.554288759
hr5328.113,hr4242.112,0.712976156
hr533.113,hr6306.112,0.848853603
hr5330.113,hr11.112,0.546162351
hr5330.113,hr6206.112,0.577123817
hr5330.113,hr6659.112,0.581353746
hr5330.113,hr736.112,0.506332924
hr5330.113,hr747.112,0.536802775
hr5330.113,hr992.112,0.513351896
hr5332.113,hr1200.112,0.510289621
hr5335.113,hr2994.112,0.777027465
hr5338.113,hr62.112,0.580131056
hr534.113,hr182.112,0.535990603
hr534.113,hr3095.112,0.554626913
hr534.113,hr4291.112,0.540474723
hr534.113,hr6263.112,0.523026
hr534.113,hr744.112,0.561495054
hr5340.113,hr675.112,0.67166099
hr5342.113,hr3723.112,0.585709082
hr5342.113,hr837.112,0.500321318
hr5346.113,hr2858.112,0.768421202
hr5347.113,hr2394.112,0.500330083
hr535.113,hr11.112,0.659621728
hr535.113,hr6206.112,0.636726572
hr535.113,hr736.112,0.598880456
hr535.113,hr747.112,0.648560896
hr5352.113,hr2295.112,0.506008336
hr5352.113,hr4297.112,0.506814299
hr5359.113,hr6378.112,0.850596072
hr536.113,hr1482.112,0.860304351
hr536.113,hr3535.112,0.509766482
hr536.113,hr471.112,0.509988998
hr536.113,hr778.112,0.524868694
hr5360.113,hr4301.112,0.510944891
hr5361.113,hr112.112,0.904113598
hr5361.113,hr365.112,0.507220313
hr5363.113,hr2738.112,0.538702107
hr5363.113,hr3145.112,0.548375138
hr5363.113,hr6249.112,0.544252271
hr5364.113,hr3243.112,0.515860509
hr537.113,hr5050.112,0.855604324
hr5370.113,hr3568.112,0.570818229
hr5370.113,hr3569.112,0.570819221
hr5371.113,hr4099.112,0.506813746
hr5375.113,hr6015.112,0.725500066
hr5376.113,hr3481.112,0.684835184
hr5376.113,hr4247.112,0.611070439
hr5377.113,hr1262.112,0.530723172
hr5377.113,hr2309.112,0.544246974
hr5377.113,hr2692.112,0.591923751
hr5377.113,hr3591.112,0.595561572
hr5377.113,hr4335.112,0.567466987
hr5378.113,hr1114.112,0.749122663
hr538.113,hr6685.112,0.841760904
hr5381.113,hr4050.112,0.525032077
hr5384.113,hr3299.112,0.544973981
hr5384.113,hr4242.112,0.659107482
hr539.113,hr1009.112,0.760090187
hr5395.113,hr5966.112,0.722301256
hr5397.113,hr5907.112,0.656447535
hr5399.113,hr5129.112,0.727019834
hr540.113,hr4017.112,0.518877285
hr5405.113,hr3606.112,0.607127971
hr541.113,hr2679.112,0.612240751
hr5412.113,hr4078.112,0.568761225
hr5412.113,hr4377.112,0.644550527
hr5416.113,hr10.112,0.599592039
hr5416.113,hr1155.112,0.517058005
hr5416.113,hr4116.112,0.542810986
hr5416.113,hr6333.112,0.576963069
hr5416.113,hr6452.112,0.521950645
hr542.113,hr2793.112,0.651193426
hr5424.113,hr2072.112,0.560839929
hr5424.113,hr4302.112,0.556280153
hr5424.113,hr5444.112,0.555512358
hr5427.113,hr1180.112,0.744192495
hr5427.113,hr1730.112,0.70902508
hr5428.113,hr4187.112,0.530275741
hr543.113,hr3612.112,0.650291197
hr543.113,hr812.112,0.557120649
hr5435.113,hr2195.112,0.838744811
hr5437.113,hr1413.112,0.55904264
hr5437.113,hr163.112,0.532565199
hr5437.113,hr1701.112,0.537190282
hr5437.113,hr2420.112,0.574695738
hr5437.113,hr2922.112,0.599537107
hr5437.113,hr2984.112,0.51772391
hr5437.113,hr3222.112,0.639641529
hr5437.113,hr3377.112,0.649510752
hr5437.113,hr41.112,0.656663925
hr5437.113,hr4267.112,0.504917936
hr5437.113,hr6609.112,0.84316746
hr5438.113,hr2092.112,0.51582239
hr545.113,hr2857.112,0.78750081
hr5453.113,hr105.112,0.591061593
hr5453.113,hr1409.112,0.526111311
hr5453.113,hr299.112,0.523937806
hr5453.113,hr3000.112,0.598659999
hr5453.113,hr3299.112,0.536804827
hr5453.113,hr346.112,0.519981002
hr5453.113,hr364.112,0.577952035
hr5453.113,hr3682.112,0.573790753
hr5453.113,hr371.112,0.532286315
hr5453.113,hr397.112,0.537655097
hr5453.113,hr4242.112,0.607909399
hr5458.113,hr1200.112,0.550580316
hr5458.113,hr2954.112,0.519128056
hr546.113,hr2611.112,0.820602555
hr5464.113,hr3070.112,0.625390206
hr5464.113,hr3671.112,0.588267213
hr547.113,hr1507.112,0.52401648
hr547.113,hr1922.112,0.519849451
hr547.113,hr2000.112,0.56409744
hr5471.113,hr3336.112,0.504183695
hr5473.113,hr1164.112,0.725603163
hr5473.113,hr997.112,0.528962039
hr5477.113,hr1767.112,0.522455533
hr548.113,hr3049.112,0.823511271
hr5481.113,hr6598.112,0.531764326
hr5482.113,hr611.112,0.512172573
hr5487.113,hr2989.112,0.752587835
hr5489.113,hr2295.112,0.502855967
hr5489.113,hr3425.112,0.656670361
hr549.113,hr2101.112,0.76849959
hr549.113,hr3139.112,0.63084819
hr5490.113,hr3665.112,0.782331441
hr5490.113,hr6613.112,0.584201736
hr5496.113,hr1498.112,0.659805183
hr5496.113,hr1783.112,0.539711301
hr5496.113,hr6153.112,0.840550882
hr5498.113,hr5888.112,0.707865926
hr55.113,hr2496.112,0.505590787
hr55.113,hr2886.112,0.802856108
hr550.113,hr1149.112,0.572860468
hr550.113,hr6047.112,0.863227454
hr550.113,hr6545.112,0.611129844
hr5500.113,hr1941.112,0.502422087
hr5500.113,hr2433.112,0.516479883
hr5500.113,hr4072.112,0.584759272
hr5501.113,hr6390.112,0.831290462
hr5504.113,hr1738.112,0.640878363
hr5507.113,hr2954.112,0.523972744
hr551.113,hr1090.112,0.517934058
hr551.113,hr2098.112,0.514836672
hr551.113,hr925.112,0.86010616
hr5514.113,hr3007.112,0.627702535
hr5514.113,hr4102.112,0.823870479
hr5515.113,hr2564.112,0.632094876
hr5519.113,hr1300.112,0.752210115
hr552.113,hr1298.112,0.509621579
hr552.113,hr1318.112,0.765733493
hr552.113,hr1854.112,0.519027421
hr552.113,hr240.112,0.525508465
hr552.113,hr3723.112,0.630528846
hr552.113,hr4042.112,0.518942972
hr552.113,hr6372.112,0.514544055
hr552.113,hr809.112,0.547872576
hr552.113,hr814.112,0.509034353
hr552.113,hr837.112,0.905511376
hr5525.113,hr1148.112,0.762390141
hr5525.113,hr4054.112,0.719201605
hr553.113,hr6147.112,0.740256933
hr5530.113,hr1444.112,0.848705386
hr5535.113,hr3750.112,0.876892246
hr5540.113,hr3748.112,0.727186491
hr5541.113,hr2649.112,0.531048553
hr5548.113,hr3389.112,0.727326028
hr555.113,hr2752.112,0.803246753
hr5551.113,hr3130.112,0.84622548
hr5551.113,hr3802.112,0.642491704
hr5551.113,hr3803.112,0.537527809
hr5551.113,hr3805.112,0.721526725
hr5556.113,hr6598.112,0.5727515
hr556.113,hr1956.112,0.667274647
hr556.113,hr3275.112,0.51986118
hr556.113,hr3444.112,0.524151157
hr5560.113,hr310.112,0.502170866
hr5572.113,hr6717.112,0.689515139
hr558.113,hr926.112,0.628665511
hr5582.113,hr2174.112,0.856348407
hr559.113,hr6528.112,0.831564478
hr5590.113,hr925.112,0.575899975
hr5591.113,hr14.112,0.557791303
hr56.113,hr93.112,0.713758915
hr56.113,hr94.112,0.713891958
hr56.113,hr95.112,0.716320139
hr560.113,hr1241.112,0.756178402
hr5608.113,hr3815.112,0.575907442
hr5609.113,hr2838.112,0.65088476
hr5609.113,hr2840.112,0.744965623
hr561.113,hr5844.112,0.750114767
hr5611.113,hr1342.112,0.60409822
hr5611.113,hr3989.112,0.603517226
hr5611.113,hr3990.112,0.611693872
hr5611.113,hr472.112,0.643817032
hr5611.113,hr5933.112,0.520675945
hr5611.113,hr778.112,0.500956403
hr5615.113,hr1957.112,0.691800373
hr5616.113,hr3225.112,0.549347125
hr5618.113,hr3723.112,0.521317508
hr562.113,hr2433.112,0.514559408
hr5622.113,hr1792.112,0.729734998
hr5623.113,hr3055.112,0.865279143
hr5624.113,hr1122.112,0.70052535
hr5624.113,hr1338.112,0.719600315
hr5624.113,hr3607.112,0.628144919
hr563.113,hr1138.112,0.861375986
hr563.113,hr3405.112,0.577526322
hr5632.113,hr1209.112,0.574957554
hr5634.113,hr6270.112,0.646158311
hr564.113,hr4083.112,0.594086154
hr5641.113,hr1404.112,0.601393193
hr5641.113,hr2788.112,0.544540908
hr5641.113,hr414.112,0.543861532
hr5641.113,hr6426.112,0.572652195
hr5641.113,hr6448.112,0.693992649
hr5645.113,hr4035.112,0.825319472
hr5646.113,hr2071.112,0.718569944
hr5646.113,hr5750.112,0.543014358
hr565.113,hr3625.112,0.748217292
hr5654.113,hr6051.112,0.575407429
hr5655.113,hr2479.112,0.790689839
hr5659.113,hr1427.112,0.559910248
hr5659.113,hr1802.112,0.503030952
hr5659.113,hr2738.112,0.527738294
hr566.113,hr5981.112,0.741861344
hr5661.113,hr864.112,0.594860486
hr5665.113,hr2458.112,0.536518479
hr5668.113,hr1592.112,0.504106732
hr567.113,hr4160.112,0.701530624
hr5671.113,hr1599.112,0.546221269
hr5671.113,hr205.112,0.510030855
hr5671.113,hr2444.112,0.572937855
hr5671.113,hr3973.112,0.517630252
hr5672.113,hr661.112,0.660049591
hr5677.113,hr6092.112,0.56176172
hr5679.113,hr3830.112,0.660766123
hr568.113,hr2066.112,0.692877248
hr5682.113,hr4000.112,0.500836193
hr569.113,hr1407.112,0.732480411
hr569.113,hr4114.112,0.737123068
hr569.113,hr4142.112,0.692662353
hr5691.113,hr1581.112,0.523129663
hr5691.113,hr2420.112,0.525047788
hr5691.113,hr2922.112,0.534415106
hr5691.113,hr3377.112,0.585357443
hr5691.113,hr41.112,0.5396858
hr5691.113,hr4267.112,0.520465696
hr5697.113,hr1001.112,0.568509564
hr5697.113,hr239.112,0.530923655
hr5697.113,hr2797.112,0.737071113
hr5698.113,hr5913.112,0.658272099
hr57.113,hr93.112,0.720182394
hr57.113,hr94.112,0.720316634
hr57.113,hr95.112,0.728253461
hr570.113,hr1407.112,0.608753535
hr570.113,hr4114.112,0.611384431
hr570.113,hr4142.112,0.67620466
hr5702.113,hr479.112,0.510446975
hr5704.113,hr2598.112,0.643186651
hr5704.113,hr2902.112,0.507796306
hr5704.113,hr6230.112,0.511294717
hr5704.113,hr6447.112,0.525684354
hr5709.113,hr1655.112,0.582917411
hr5709.113,hr1905.112,0.652658455
hr5709.113,hr3439.112,0.54470058
hr5709.113,hr3508.112,0.546910813
hr5709.113,hr4179.112,0.606146157
hr5709.113,hr4317.112,0.591460459
hr571.113,hr2246.112,0.758651459
hr571.113,hr2556.112,0.694798836
hr5716.113,hr6581.112,0.532738929
hr5716.113,hr6683.112,0.676698877
hr5717.113,hr1715.112,0.560727097
hr5719.113,hr2212.112,0.548419456
hr572.113,hr2246.112,0.736338138
hr572.113,hr2556.112,0.802959976
hr5723.113,hr2134.112,0.508407133
hr5723.113,hr3859.112,0.544686947
hr5723.113,hr5194.112,0.518724659
hr5723.113,hr5624.112,0.518796935
hr574.113,hr5707.112,0.720667948
hr5741.113,hr108.112,0.575835719
hr5741.113,hr109.112,0.575830314
hr5741.113,hr5799.112,0.643806588
hr5741.113,hr5816.112,0.789398776
hr5743.113,hr3095.112,0.532908997
hr5743.113,hr4291.112,0.525368839
hr5743.113,hr744.112,0.513869741
hr5747.113,hr3830.112,0.591935526
hr575.113,hr3594.112,0.581603091
hr5754.113,hr182.112,0.577021319
hr5754.113,hr2015.112,0.520188486
hr5754.113,hr3095.112,0.567202601
hr5754.113,hr3493.112,0.503788859
hr5754.113,hr4291.112,0.590311252
hr5754.113,hr606.112,0.542417035
hr5754.113,hr6263.112,0.558696072
hr5754.113,hr744.112,0.59001307
hr5754.113,hr779.112,0.510973018
hr5762.113,hr3723.112,0.524551818
hr5762.113,hr837.112,0.514744799
hr5763.113,hr1658.112,0.502837941
hr5765.113,hr6399.112,0.606316651
hr577.113,hr1898.112,0.706493727
hr5774.113,hr220.112,0.524951208
hr5774.113,hr311.112,0.560528192
hr5778.113,hr5822.112,0.678737035
hr5779.113,hr4075.112,0.529730859
hr578.113,hr2900.112,0.631817087
hr578.113,hr3543.112,0.717704127
hr578.113,hr822.112,0.731174759
hr5780.113,hr3399.112,0.532613207
hr5781.113,hr1251.112,0.643814392
hr5781.113,hr1837.112,0.680268771
hr5785.113,hr4202.112,0.566214597
hr5785.113,hr4336.112,0.549537196
hr5789.113,hr6014.112,0.521446839
hr5789.113,hr6196.112,0.618904593
hr579.113,hr1073.112,0.543272827
hr5792.113,hr3561.112,0.659178744
hr5799.113,hr1734.112,0.556337206
hr5799.113,hr182.112,0.522281515
hr5799.113,hr2506.112,0.519758862
hr5799.113,hr2680.112,0.795195178
hr5799.113,hr3095.112,0.546398909
hr5799.113,hr4291.112,0.551111319
